unix_second,mean_cpu_power_mW,n_samples
1788273763,8690.0,4
1788273764,8686.8,5
1788273765,8736.0,5
1788273766,8704.4,5
1788273767,8859.4,5
1788273768,10627.6,5
1788273769,13176.4,5
1788273770,15057.0,5
1788273771,10948.8,5
1788273772,15037.8,5
1788273773,14755.8,4
1788273774,13978.0,5
1788273775,13923.8,5
1788273776,11012.0,5
1788273777,10758.6,5
1788273778,10982.8,5
1788273779,13933.4,5
1788273780,17238.2,5
1788273781,15803.0,5
1788273782,15309.0,5
1788273783,14940.0,4
1788273784,14664.6,5
1788273785,13029.8,5
1788273786,11825.8,5
1788273787,10961.0,5
1788273788,9906.0,5
1788273789,9409.8,5
1788273790,8770.8,5
1788273791,8227.8,4
1788273792,7993.4,5
1788273793,7914.8,5
1788273794,7610.6,5
1788273795,6716.0,5
1788273796,6493.2,5
1788273797,6414.0,5
1788273798,6093.5,4
1788273799,5893.6,5
1788273800,5710.8,5
1788273801,5568.4,5
1788273802,5443.2,5
1788273803,5203.2,5
1788273804,5092.8,5
1788273805,4859.2,4
1788273806,4753.0,5
1788273807,4603.6,5
1788273808,4489.0,5
1788273809,4426.0,5
1788273810,4330.4,5
1788273811,4196.8,5
1788273812,4128.0,4
1788273813,4070.2,5
1788273814,3980.0,5
1788273815,3955.2,5
1788273816,3879.0,5
1788273817,3854.4,5
1788273818,3798.8,4
1788273819,3792.2,5
1788273820,3758.8,5
1788273821,3752.4,5
1788273822,3748.8,5
1788273823,3710.0,5
1788273824,3710.8,5
1788273825,3738.5,4
1788273826,3681.6,5
1788273827,3708.4,5
1788273828,3727.8,5
1788273829,3759.6,5
1788273830,3825.4,5
1788273831,3906.5,4
1788273832,3933.8,5
1788273833,3947.6,5
1788273834,4017.4,5
1788273835,4004.6,5
1788273836,3986.0,5
1788273837,4046.8,5
1788273838,4039.5,4
1788273839,4064.2,5
1788273840,4061.4,5
1788273841,4090.6,5
1788273842,4113.8,5
1788273843,4122.8,5
1788273844,4114.0,4
1788273845,4127.4,5
1788273846,4162.0,5
1788273847,4198.2,5
1788273848,4191.2,5
1788273849,4217.6,5
1788273850,4225.2,5
1788273851,4240.8,4
1788273852,4250.4,5
1788273853,4273.2,5
1788273854,3847.4,5
1788273855,3737.2,5
1788273856,3881.6,5
1788273857,4223.8,5
1788273858,4276.5,4
1788273859,4614.8,5
1788273860,4418.8,5
1788273861,4601.0,5
1788273862,4467.0,5
1788273863,4524.6,5
1788273864,4536.8,5
1788273865,4593.2,5
1788273866,4513.6,5
1788273867,4367.6,5
1788273868,4353.5,4
1788273869,4379.2,5
1788273870,4398.2,5
1788273871,4323.0,5
1788273872,4365.2,5
1788273873,4437.0,5
1788273874,4291.6,5
1788273875,4432.4,5
1788273876,4349.8,5
1788273877,4364.2,4
1788273878,4330.8,5
1788273879,4173.8,5
1788273880,4365.8,5
1788273881,4476.0,5
1788273882,4454.0,5
1788273883,4614.0,5
1788273884,4378.8,5
1788273885,4442.8,5
1788273886,4331.0,5
1788273887,4474.2,4
1788273888,4386.4,5
1788273889,4385.0,5
1788273890,4252.4,5
1788273891,4220.8,5
1788273892,4413.6,5
1788273893,4410.6,5
1788273894,4375.6,5
1788273895,4339.4,5
1788273896,4344.8,4
1788273897,4339.8,5
1788273898,4401.2,5
1788273899,4243.4,5
1788273900,4081.4,5
1788273901,4163.8,5
1788273902,3581.8,5
1788273903,4382.6,5
1788273904,4127.2,5
1788273905,4389.5,4
1788273906,4117.2,5
1788273907,4255.4,5
1788273908,4276.0,5
1788273909,4284.2,5
1788273910,4551.6,5
1788273911,4165.2,5
1788273912,4177.4,5
1788273913,4154.4,5
1788273914,4132.0,4
1788273915,3967.2,5
1788273916,4146.2,5
1788273917,4284.8,5
1788273918,4364.2,5
1788273919,4191.6,5
1788273920,4433.6,5
1788273921,4324.0,5
1788273922,4323.0,5
1788273923,4555.6,5
1788273924,4551.2,4
1788273925,4576.0,5
1788273926,4565.0,5
1788273927,4665.6,5
1788273928,4664.0,5
1788273929,4626.0,5
1788273930,4729.0,5
1788273931,4757.4,5
1788273932,4721.8,5
1788273933,4758.2,5
1788273934,4788.8,4
1788273935,4819.8,5
1788273936,4869.4,5
1788273937,4749.8,5
1788273938,4855.8,5
1788273939,4952.2,5
1788273940,5025.2,5
1788273941,4982.0,5
1788273942,5038.6,5
1788273943,5041.6,5
1788273944,5089.2,4
1788273945,5072.2,5
1788273946,5144.8,5
1788273947,5139.2,5
1788273948,5176.2,5
1788273949,5176.0,5
1788273950,5253.6,5
1788273951,5281.0,5
1788273952,5281.0,5
1788273953,5308.8,4
1788273954,5328.2,5
1788273955,5325.0,5
1788273956,5367.6,5
1788273957,5420.0,5
1788273958,5459.6,5
1788273959,5429.8,5
1788273960,5457.2,5
1788273961,5505.4,5
1788273962,5561.6,5
1788273963,5485.5,4
1788273964,5627.0,5
1788273965,5621.6,5
1788273966,5600.4,5
1788273967,5582.4,5
1788273968,5602.4,5
1788273969,5610.2,5
1788273970,5688.4,5
1788273971,7071.4,5
1788273972,6503.2,5
1788273973,5311.2,4
1788273974,5172.6,5
1788273975,5186.2,5
1788273976,5192.6,5
1788273977,5206.4,5
1788273978,5225.6,5
1788273979,5242.4,5
1788273980,5247.0,5
1788273981,5254.2,4
1788273982,5254.2,5
1788273983,5250.2,5
1788273984,5238.4,5
1788273985,5239.2,5
1788273986,5208.8,5
1788273987,5186.8,5
1788273988,5178.8,5
1788273989,5157.0,4
1788273990,5126.2,5
1788273991,5109.0,5
1788273992,5084.4,5
1788273993,5046.0,5
1788273994,5012.2,5
1788273995,4983.2,5
1788273996,4940.0,5
1788273997,4912.0,4
1788273998,4915.8,5
1788273999,4985.8,5
1788274000,5002.2,5
1788274001,5039.6,5
1788274002,5051.2,5
1788274003,5062.2,5
1788274004,5119.2,5
1788274005,4954.2,5
1788274006,5029.5,4
1788274007,5003.0,5
1788274008,5005.4,5
1788274009,4984.0,5
1788274010,4971.6,5
1788274011,4952.6,5
1788274012,4947.8,5
1788274013,4921.4,5
1788274014,4920.8,4
1788274015,4905.6,5
1788274016,4904.4,5
1788274017,4897.8,5
1788274018,4900.8,5
1788274019,4894.8,5
1788274020,4893.4,5
1788274021,4879.0,5
1788274022,4875.2,4
1788274023,4888.6,5
1788274024,4868.2,5
1788274025,4863.8,5
1788274026,4858.4,5
1788274027,4849.8,5
1788274028,4849.8,5
1788274029,4848.6,5
1788274030,3407.6,5
1788274031,4866.5,4
1788274032,5034.8,5
1788274033,4998.0,5
1788274034,4939.8,5
1788274035,5001.8,5
1788274036,4757.0,5
1788274037,4838.8,5
1788274038,4802.0,5
1788274039,4791.0,5
1788274040,4784.8,5
1788274041,4776.8,4
1788274042,4769.0,5
1788274043,4777.8,5
1788274044,4778.6,5
1788274045,4794.2,5
1788274046,4804.6,5
1788274047,4826.0,5
1788274048,4837.4,5
1788274049,4861.4,5
1788274050,4874.8,4
1788274051,4896.4,5
1788274052,4918.6,5
1788274053,4948.2,5
1788274054,4970.8,5
1788274055,4980.8,5
1788274056,5006.6,5
1788274057,5032.4,5
1788274058,5018.6,5
1788274059,5031.0,4
1788274060,5017.0,5
1788274061,5095.0,5
1788274062,5217.6,5
1788274063,5236.6,5
1788274064,5254.0,5
1788274065,5796.4,5
1788274066,5007.2,5
1788274067,5266.6,5
1788274068,5261.4,5
1788274069,5374.0,4
1788274070,5469.2,5
1788274071,5485.6,5
1788274072,5522.2,5
1788274073,5542.6,5
1788274074,5584.6,5
1788274075,5812.0,5
1788274076,5823.8,5
1788274077,4984.0,5
1788274078,5759.2,4
1788274079,5818.0,5
1788274080,5861.6,5
1788274081,5894.0,5
1788274082,6121.4,5
1788274083,6191.2,5
1788274084,6239.4,5
1788274085,6303.4,5
1788274086,6350.4,5
1788274087,6397.8,5
1788274088,6472.2,5
1788274089,6509.8,4
1788274090,6582.2,5
1788274091,6648.4,5
1788274092,6709.2,5
1788274093,8575.6,5
1788274094,6462.4,5
1788274095,6520.2,5
1788274096,6597.2,5
1788274097,6685.4,5
1788274098,6741.8,4
1788274099,6812.6,5
1788274100,6873.6,5
1788274101,6940.6,5
1788274102,6998.2,5
1788274103,7052.8,5
1788274104,7109.0,5
1788274105,7137.0,5
1788274106,7181.4,5
1788274107,7207.5,4
1788274108,7242.2,5
1788274109,7279.0,5
1788274110,7278.0,5
1788274111,7300.0,5
1788274112,7312.0,5
1788274113,7309.2,5
1788274114,7285.4,5
1788274115,7239.8,5
1788274116,7323.8,4
1788274117,7403.0,5
1788274118,7577.0,5
1788274119,7383.4,5
1788274120,7410.0,5
1788274121,7435.6,5
1788274122,7447.4,5
1788274123,7477.2,5
1788274124,7467.6,5
1788274125,7477.8,4
1788274126,7481.8,5
1788274127,7482.2,5
1788274128,7479.2,5
1788274129,7451.6,5
1788274130,7466.4,5
1788274131,7434.4,5
1788274132,7432.8,5
1788274133,7403.6,5
1788274134,7404.8,4
1788274135,7378.8,5
1788274136,7369.6,5
1788274137,7359.8,5
1788274138,7343.4,5
1788274139,7336.8,5
1788274140,7327.2,5
1788274141,7296.8,5
1788274142,7307.2,5
1788274143,6749.5,4
1788274144,5906.4,5
1788274145,7644.2,5
1788274146,7618.0,5
1788274147,7585.8,5
1788274148,7536.4,5
1788274149,7470.4,5
1788274150,7353.4,5
1788274151,7242.0,5
1788274152,7420.8,5
1788274153,6934.2,4
1788274154,6981.2,5
1788274155,6919.4,5
1788274156,6867.4,5
1788274157,6838.6,5
1788274158,6825.6,5
1788274159,6804.4,5
1788274160,6792.0,5
1788274161,6786.0,5
1788274162,6770.0,4
1788274163,6747.0,5
1788274164,6735.6,5
1788274165,6737.0,5
1788274166,6739.8,5
1788274167,6743.4,5
1788274168,6754.0,5
1788274169,6767.4,5
1788274170,6795.8,5
1788274171,6857.8,5
1788274172,6879.0,4
1788274173,7014.2,5
1788274174,7208.6,5
1788274175,7276.2,5
1788274176,7346.4,5
1788274177,7367.2,5
1788274178,7408.4,5
1788274179,7455.8,5
1788274180,7458.8,5
1788274181,7499.6,5
1788274182,8364.0,4
1788274183,6656.4,5
1788274184,7297.2,5
1788274185,7460.4,5
1788274186,7530.6,5
1788274187,7572.2,5
1788274188,7575.2,5
1788274189,7632.6,5
1788274190,7671.4,5
1788274191,7699.8,5
1788274192,7698.0,4
1788274193,7752.2,5
1788274194,9499.4,5
1788274195,7303.8,5
1788274196,7293.4,5
1788274197,7252.4,5
1788274198,7260.0,5
1788274199,7267.2,5
1788274200,7311.2,5
1788274201,7312.2,4
1788274202,7347.0,5
1788274203,7376.4,5
1788274204,7381.2,5
1788274205,7393.0,5
1788274206,7422.2,5
1788274207,7398.2,5
1788274208,7400.0,5
1788274209,7406.8,4
1788274210,7395.4,5
1788274211,7347.2,5
1788274212,7374.8,5
1788274213,7337.0,5
1788274214,7306.2,5
1788274215,7298.6,5
1788274216,7304.5,4
1788274217,7238.6,5
1788274218,7233.0,5
1788274219,7247.8,5
1788274220,7229.2,5
1788274221,7237.6,5
1788274222,7131.4,5
1788274223,7128.2,5
1788274224,7166.0,4
1788274225,7196.8,5
1788274226,7234.8,5
1788274227,7241.0,5
1788274228,7246.2,5
1788274229,7225.6,5
1788274230,7259.0,5
1788274231,7268.8,5
1788274232,7238.8,5
1788274233,7264.2,4
1788274234,7234.4,5
1788274235,7222.0,5
1788274236,7236.4,5
1788274237,7205.4,5
1788274238,7231.6,5
1788274239,7201.0,5
1788274240,7169.6,5
1788274241,7184.8,4
1788274242,7166.0,5
1788274243,7132.8,5
1788274244,6343.0,5
1788274245,4777.2,5
1788274246,5715.2,5
1788274247,5855.2,5
1788274248,5722.0,5
1788274249,5924.4,5
1788274250,5739.0,5
1788274251,5876.2,5
1788274252,5887.0,4
1788274253,5677.4,5
1788274254,5950.4,5
1788274255,5669.4,5
1788274256,5925.0,5
1788274257,5654.8,5
1788274258,5939.6,5
1788274259,5644.4,5
1788274260,5932.4,5
1788274261,5696.4,5
1788274262,5855.0,4
1788274263,5816.2,5
1788274264,5783.2,5
1788274265,5805.2,5
1788274266,5776.8,5
1788274267,5831.4,5
1788274268,5783.8,5
1788274269,5841.6,5
1788274270,5816.2,5
1788274271,5815.6,5
1788274272,5688.5,4
1788274273,5779.8,5
1788274274,5708.8,5
1788274275,5701.6,5
1788274276,5728.4,5
1788274277,5709.0,5
1788274278,5744.0,5
1788274279,5769.0,5
1788274280,5719.4,5
1788274281,6399.0,4
1788274282,5801.8,5
1788274283,5810.6,5
1788274284,5811.0,5
1788274285,5746.8,5
1788274286,5752.6,5
1788274287,5718.2,5
1788274288,5728.6,5
1788274289,5759.2,5
1788274290,5786.0,4
1788274291,5742.6,5
1788274292,5722.8,5
1788274293,5736.2,5
1788274294,5822.2,5
1788274295,5808.8,5
1788274296,5805.6,5
1788274297,5807.8,5
1788274298,5821.0,5
1788274299,5798.2,5
1788274300,5831.5,4
1788274301,5809.0,5
1788274302,5854.0,5
1788274303,5830.6,5
1788274304,5815.8,5
1788274305,5842.4,5
1788274306,5794.4,5
1788274307,5805.6,5
1788274308,5805.2,5
1788274309,5785.8,5
1788274310,5840.8,5
1788274311,5777.8,4
1788274312,5806.0,5
1788274313,5803.0,5
1788274314,5800.4,5
1788274315,5830.2,5
1788274316,5774.0,5
1788274317,5861.4,5
1788274318,5825.4,5
1788274319,5808.4,5
1788274320,5777.8,5
1788274321,5818.2,4
1788274322,5826.8,5
1788274323,5783.6,5
1788274324,5806.2,5
1788274325,5861.8,5
1788274326,5858.2,5
1788274327,5781.8,5
1788274328,5800.2,5
1788274329,5784.6,5
1788274330,5794.4,5
1788274331,5801.2,4
1788274332,6001.0,5
1788274333,5830.8,5
1788274334,5804.8,5
1788274335,5785.0,5
1788274336,5764.0,5
1788274337,5831.2,5
1788274338,5823.4,5
1788274339,5832.6,5
1788274340,5790.4,5
1788274341,5845.5,4
1788274342,5778.0,5
1788274343,5824.8,5
1788274344,5805.2,5
1788274345,5808.8,5
1788274346,6475.2,5
1788274347,19564.4,5
1788274348,18410.4,5
1788274349,17263.2,5
1788274350,16119.4,5
1788274351,15614.5,4
1788274352,14308.0,5
1788274353,12754.4,5
1788274354,11344.0,5
1788274355,10006.2,5
1788274356,9112.8,5
1788274357,8309.4,5
1788274358,7776.8,5
1788274359,7135.0,4
1788274360,6880.0,5
1788274361,6481.2,5
1788274362,6025.6,5
1788274363,5727.0,5
1788274364,5558.4,5
1788274365,5399.2,5
1788274366,4987.0,5
1788274367,4819.2,4
1788274368,4659.8,5
1788274369,4563.8,5
1788274370,4540.4,5
1788274371,4523.8,5
1788274372,4325.8,5
1788274373,3873.6,5
1788274374,3876.0,5
1788274375,3872.2,4
1788274376,4025.8,5
1788274377,3802.2,5
1788274378,3595.6,5
1788274379,3781.2,5
1788274380,3747.2,5
1788274381,3714.8,5
1788274382,3671.0,5
1788274383,3679.0,4
1788274384,3652.2,5
1788274385,3645.2,5
1788274386,3845.6,5
1788274387,3461.0,5
1788274388,3473.0,5
1788274389,3587.0,5
1788274390,3639.8,5
1788274391,3653.8,4
1788274392,3673.2,5
1788274393,3678.8,5
1788274394,3730.2,5
1788274395,3745.6,5
1788274396,3788.4,5
1788274397,3805.6,5
1788274398,3866.8,5
1788274399,3882.0,4
1788274400,3953.4,5
1788274401,3989.8,5
1788274402,4030.0,5
1788274403,4096.2,5
1788274404,4088.4,5
1788274405,4174.8,5
1788274406,4159.2,5
1788274407,4261.0,4
1788274408,4273.2,5
1788274409,3666.4,5
1788274410,2721.0,5
1788274411,4562.0,5
1788274412,4863.6,5
1788274413,4830.8,5
1788274414,4818.0,5
1788274415,4788.4,5
1788274416,4793.0,4
1788274417,4785.6,5
1788274418,4789.0,5
1788274419,4815.4,5
1788274420,4831.0,5
1788274421,4859.6,5
1788274422,4878.6,5
1788274423,4922.6,5
1788274424,4939.4,5
1788274425,4948.8,4
1788274426,4984.2,5
1788274427,4999.8,5
1788274428,4986.4,5
1788274429,4997.6,5
1788274430,5078.4,5
1788274431,5215.8,5
1788274432,5259.8,5
1788274433,5301.4,5
1788274434,5335.6,5
1788274435,5381.2,4
1788274436,5426.8,5
1788274437,5462.8,5
1788274438,5514.2,5
1788274439,5557.0,5
1788274440,5586.2,5
1788274441,5594.6,5
1788274442,5607.4,5
1788274443,5683.2,5
1788274444,5856.0,5
1788274445,5931.0,4
1788274446,6016.4,5
1788274447,6081.4,5
1788274448,6149.0,5
1788274449,6206.2,5
1788274450,6281.6,5
1788274451,6323.2,5
1788274452,6454.6,5
1788274453,6319.4,5
1788274454,6436.2,4
1788274455,6489.8,5
1788274456,6527.8,5
1788274457,6572.8,5
1788274458,6621.0,5
1788274459,6662.4,5
1788274460,6695.4,5
1788274461,6746.8,5
1788274462,6792.2,5
1788274463,6760.6,5
1788274464,6770.4,5
1788274465,6807.5,4
1788274466,6983.2,5
1788274467,6990.6,5
1788274468,6998.4,5
1788274469,7029.6,5
1788274470,7006.4,5
1788274471,9241.4,5
1788274472,6932.2,5
1788274473,6691.2,5
1788274474,6705.0,4
1788274475,6735.4,5
1788274476,6790.2,5
1788274477,6829.0,5
1788274478,6870.0,5
1788274479,6926.8,5
1788274480,6947.2,5
1788274481,6985.2,5
1788274482,7014.2,5
1788274483,7035.2,4
1788274484,7053.6,5
1788274485,7062.2,5
1788274486,7064.0,5
1788274487,7061.2,5
1788274488,7072.6,5
1788274489,7066.0,5
1788274490,7056.0,5
1788274491,7045.0,5
1788274492,7035.2,4
1788274493,7032.0,5
1788274494,7036.0,5
1788274495,7008.8,5
1788274496,6990.8,5
1788274497,6983.6,5
1788274498,6982.0,5
1788274499,7003.8,5
1788274500,7028.2,4
1788274501,7016.2,5
1788274502,7012.4,5
1788274503,7005.8,5
1788274504,7005.0,5
1788274505,6971.6,5
1788274506,6957.6,5
1788274507,6926.2,5
1788274508,6916.8,5
1788274509,6896.2,4
1788274510,6862.6,5
1788274511,6843.8,5
1788274512,6807.2,5
1788274513,6816.4,5
1788274514,6774.2,5
1788274515,6767.0,5
1788274516,6747.6,5
1788274517,6726.4,5
1788274518,6744.8,4
1788274519,6722.2,5
1788274520,6733.0,5
1788274521,6701.6,5
1788274522,6694.0,5
1788274523,6669.6,5
1788274524,5071.8,5
1788274525,6893.6,5
1788274526,6907.4,5
1788274527,6859.0,4
1788274528,6805.0,5
1788274529,6850.4,5
1788274530,6721.0,5
1788274531,6599.6,5
1788274532,6499.6,5
1788274533,6395.2,5
1788274534,6329.2,5
1788274535,6262.8,5
1788274536,6249.0,5
1788274537,6255.0,4
1788274538,6240.2,5
1788274539,6202.4,5
1788274540,6106.0,5
1788274541,6098.2,5
1788274542,6110.6,5
1788274543,6117.6,5
1788274544,6115.4,5
1788274545,6134.2,5
1788274546,6139.8,4
1788274547,6149.8,5
1788274548,6161.4,5
1788274549,6160.4,5
1788274550,6104.8,5
1788274551,6129.0,5
1788274552,6445.6,5
1788274553,6541.0,5
1788274554,6615.0,5
1788274555,6677.6,5
1788274556,6727.8,4
1788274557,6781.4,5
1788274558,6829.8,5
1788274559,6849.2,5
1788274560,6855.4,5
1788274561,6875.4,5
1788274562,6844.2,5
1788274563,7047.6,5
1788274564,7036.8,5
1788274565,7094.8,5
1788274566,7088.8,4
1788274567,7125.8,5
1788274568,7130.6,5
1788274569,7188.6,5
1788274570,7200.4,5
1788274571,7261.6,5
1788274572,7277.8,5
1788274573,9169.2,5
1788274574,7321.6,5
1788274575,6819.2,5
1788274576,6807.8,4
1788274577,6824.4,5
1788274578,6820.4,5
1788274579,6859.4,5
1788274580,6883.0,5
1788274581,6921.2,5
1788274582,6924.0,5
1788274583,6952.2,5
1788274584,6961.5,4
1788274585,6961.0,5
1788274586,6980.6,5
1788274587,6965.8,5
1788274588,6961.8,5
1788274589,6956.6,5
1788274590,6955.0,5
1788274591,6929.8,5
1788274592,6902.0,4
1788274593,6885.2,5
1788274594,6880.0,5
1788274595,6841.6,5
1788274596,6830.4,5
1788274597,6813.8,5
1788274598,6793.4,5
1788274599,6767.8,4
1788274600,6734.2,5
1788274601,6719.2,5
1788274602,6681.8,5
1788274603,6663.2,5
1788274604,6672.8,5
1788274605,6680.2,5
1788274606,6715.4,5
1788274607,6737.8,5
1788274608,6758.2,4
1788274609,6733.0,5
1788274610,6747.6,5
1788274611,6733.8,5
1788274612,6710.6,5
1788274613,6701.8,5
1788274614,6679.4,5
1788274615,6667.8,5
1788274616,6654.8,4
1788274617,6635.2,5
1788274618,6626.6,5
1788274619,6629.0,5
1788274620,6603.0,5
1788274621,6602.6,5
1788274622,6574.4,5
1788274623,6551.8,5
1788274624,6558.4,5
1788274625,6529.2,4
1788274626,4404.6,5
1788274627,5575.8,5
1788274628,5899.8,5
1788274629,5725.0,5
1788274630,6003.2,5
1788274631,5688.8,5
1788274632,5916.6,5
1788274633,5664.0,5
1788274634,5830.2,4
1788274635,5798.8,5
1788274636,5802.4,5
1788274637,5782.6,5
1788274638,5803.2,5
1788274639,5835.2,5
1788274640,5781.6,5
1788274641,5819.4,5
1788274642,5763.2,5
1788274643,5793.6,5
1788274644,5683.8,4
1788274645,5960.2,5
1788274646,5780.4,5
1788274647,6048.6,5
1788274648,5647.6,5
1788274649,5909.0,5
1788274650,5683.8,5
1788274651,5964.0,5
1788274652,5756.6,5
1788274653,6045.8,5
1788274654,5812.0,5
1788274655,5819.8,4
1788274656,5813.4,5
1788274657,5722.2,5
1788274658,5699.4,5
1788274659,5709.2,5
1788274660,5708.0,5
1788274661,5708.6,5
1788274662,5709.2,5
1788274663,5705.2,5
1788274664,5735.5,4
1788274665,5745.0,5
1788274666,5717.0,5
1788274667,5772.2,5
1788274668,5724.4,5
1788274669,5728.0,5
1788274670,5710.4,5
1788274671,5712.8,5
1788274672,5716.0,5
1788274673,5761.8,4
1788274674,5716.0,5
1788274675,5761.0,5
1788274676,5803.8,5
1788274677,5847.4,5
1788274678,5837.8,5
1788274679,5819.2,5
1788274680,5834.2,5
1788274681,5805.6,5
1788274682,5814.6,5
1788274683,5927.5,4
1788274684,5809.6,5
1788274685,5828.2,5
1788274686,5845.6,5
1788274687,5838.8,5
1788274688,5886.8,5
1788274689,5829.0,5
1788274690,5799.2,5
1788274691,5791.2,5
1788274692,5811.2,5
1788274693,5779.2,4
1788274694,5827.6,5
1788274695,5850.6,5
1788274696,5815.6,5
1788274697,5819.8,5
1788274698,5807.0,5
1788274699,5828.8,5
1788274700,5809.0,5
1788274701,5796.6,5
1788274702,5818.6,5
1788274703,5868.5,4
1788274704,5793.6,5
1788274705,5801.2,5
1788274706,5837.2,5
1788274707,6073.2,5
1788274708,5786.0,5
1788274709,5791.0,5
1788274710,5826.8,5
1788274711,5814.4,5
1788274712,5825.2,5
1788274713,5788.2,5
1788274714,5718.0,4
1788274715,5804.0,5
1788274716,5853.8,5
1788274717,5909.8,5
1788274718,5859.8,5
1788274719,5832.0,5
1788274720,5788.0,5
1788274721,5791.0,5
1788274722,5833.8,5
1788274723,5793.4,5
1788274724,5884.5,4
1788274725,5827.4,5
1788274726,5797.8,5
1788274727,5810.0,5
1788274728,8648.8,5
1788274729,5773.0,5
1788274730,5375.0,5
1788274731,5165.8,5
1788274732,4855.8,5
1788274733,4905.0,4
1788274734,4848.2,5
1788274735,4815.6,5
1788274736,4774.0,5
1788274737,4743.6,5
1788274738,4715.6,5
1788274739,4694.0,5
1788274740,4669.0,4
1788274741,4637.6,5
1788274742,4617.6,5
1788274743,4599.8,5
1788274744,4557.0,5
1788274745,4525.4,5
1788274746,4524.6,5
1788274747,4493.0,5
1788274748,4487.2,4
1788274749,4484.0,5
1788274750,4489.4,5
1788274751,4509.0,5
